procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1037764  50996 568372    0    0     0     8  136  139  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     4  100  129  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0   60   75  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0   96  101  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0  161  174  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0   71   93  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0    16   86  103  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0  104  123  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   52   61  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   71   93  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   97  109  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0    16   68   95  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   45   64  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   35   52  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   90  101  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0    12   79  101  0  0 100  0  0  0
 1  0      0 1037764  51024 568368    0    0     0    12   97  130  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   36   51  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   62   73  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   63   82  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0  147  185  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1037764  51028 568372    0    0     0     8   53   67  0  0 100  0  0  0
 1  0      0 1037764  51032 568368    0    0     0     4   83  105  0  0 100  0  0  0
 0  0      0 1037764  51032 568376    0    0     0     0   98  122  0  0 100  0  0  0
 0  0      0 1037764  51032 568376    0    0     0     0 1203 1360  0  0 100  0  0  0
 0  0      0 1037764  51032 568380    0    0     0     0 1016 1216  0  0 100  0  0  0
 0  0      0 1037764  51032 568380    0    0     0     0 1132 1211  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0    12 1140 1346  0  0 99  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1092 1296  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1280 1489  0  0 100  0  0  0
 1  1      0 1037980  51040 568480    0    0   128     0 1176 1419  0  0 99  0  0  0
 0  0      0 1037980  51040 568508    0    0     0     0 1615 1626  4  1 95  0  0  0
 0  0      0 1037728  51096 568460    0    0    60    32 1343 1491  0  0 99  0  0  0
 0  0      0 1037624  51140 569744    0    0  1228     4 1309 1379  0  2 96  2  0  0
 0  0      0 1037644  51140 569756    0    0     0     0 1309 1481  0  0 100  0  0  0
 0  0      0 1037644  51140 569808    0    0    56     0 1613 1498  4  1 95  0  0  0
 0  0      0 1037644  51140 569884    0    0   152    16 1963 1958  0  1 98  1  0  0
 1  0      0 1037644  51148 569972    0    0     0   104  937  984  0  0 100  0  0  0
 0  0      0 1037644  51148 569972    0    0     0     0  475  490  0  0 100  0  0  0
 0  0      0 1037644  51156 569964    0    0     0    24 1290 1395  0  1 99  0  0  0
 0  0      0 1037644  51156 569972    0    0     0     0 1134 1405  0  0 100  0  0  0
 0  0      0 1037644  51156 569972    0    0     0     4 1022 1384  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037644  51156 569972    0    0     0     0 1065 1337  0  0 100  0  0  0
 0  0      0 1037644  51156 570016    0    0    44     0 1167 1480  0  1 99  0  0  0
 1  0      0 1037644  51164 570008    0    0     0   112 1021 1256  0  1 99  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0  869 1090  0  0 100  0  0  0
 0  0      0 1037644  51164 570016    0    0     0    24  116  123  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0   52   59  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0   49   63  0  0 100  0  0  0
 0  0      0 1037644  51164 570016    0    0     0     0  245  266  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0    32  134  163  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  271  296  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  163  184  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  123  143  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0    72  140  164  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0    12  107  127  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  218  241  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  160  181  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  170  187  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  160  165  0  0 100  0  0  0
 1  0      0 1037644  51188 570008    0    0     0    24  130  148  0  0 100  0  0  0
 1  0      0 1037644  51188 570008    0    0     0     0   90  111  0  0 100  0  0  0
 1  0      0 1037644  51188 570016    0    0     0     0   61   78  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037644  51188 570016    0    0     0     0   42   54  0  0 100  0  0  0
 0  0      0 1037644  51188 570016    0    0     0    80 1017 1124  0  0 99  0  0  0
 1  0      0 1037644  51188 570016    0    0     0     0 1165 1299  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0    16 1100 1364  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0    48 1090 1348  0  1 99  0  0  0
 0  0      0 1037644  51196 570044    0    0     0    60 1161 1376  0  1 100  0  0  0
 0  0      0 1037644  51196 570040    0    0     0     0 1438 1581  1  2 98  0  0  0
 0  0      0 1037644  51196 570048    0    0     0     0  962 1316  0  0 100  0  0  0
 0  0      0 1037644  51204 570048    0    0     0    76 1023 1340  0  0 100  0  0  0
 0  0      0 1037644  51204 570048    0    0     0    28 1161 1462  0  0 100  0  0  0
 0  0      0 1037420  51204 570240    0    0     0     0 1144 1381  0  1 99  0  0  0
 0  0      0 1037420  51204 570240    0    0     0     0 1038 1298  0  0 100  0  0  0
 0  0      0 1037420  51204 570240    0    0     0   156 1134 1261  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0    76 1083 1441  0  1 99  0  0  0
 0  0      0 1037420  51212 570240    0    0     0    24 1032 1296  0  0 100  0  0  0
 1  0      0 1037420  51212 570240    0    0     0     0  147  181  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0   68   86  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0  721  795  0  0 100  0  0  0
 0  0      0 1037420  51220 570232    0    0     0    60 1138 1320  0  0 99  0  0  0
 0  0      0 1037420  51220 570240    0    0     0     0 1114 1353  0  0 100  0  0  0
 0  0      0 1037420  51220 570240    0    0     0     0  885  993  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51220 570272    0    0     0    48 1308 1399  0  1 99  0  0  0
 1  0      0 1037168  51220 570272    0    0     0    76 1036 1309  0  0 100  0  0  0
 0  0      0 1037168  51220 570272    0    0     0    28 1033 1304  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0    56 1129 1307  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0  823 1183  0  1 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1081 1366  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1186 1409  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1097 1202  0  0 100  0  0  0
 0  0      0 1037168  51236 570272    0    0     0    24  963 1181  0  1 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0  273  335  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0  115  121  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0    76  127  154  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0   64   69  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0    12   60   87  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   55   71  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   77   83  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   84   98  0  0 100  0  0  0
 0  0      0 1037168  51244 570272    0    0     0    76   94  134  0  0 100  0  0  0
 0  0      0 1037168  51252 570264    0    0     0    12  516  649  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1179 1387  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1016 1372  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51252 570272    0    0     0     0 1084 1318  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1062 1278  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0  991 1357  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0    24  909 1216  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0     0  937 1235  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0  227  236  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0   66   71  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0   55   71  0  0 100  0  0  0
 1  0      0 1037168  51268 570264    0    0     0    12   58   86  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   94  110  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   76   79  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   45   51  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   91  106  0  0 100  0  0  0
 1  0      0 1037168  51276 570268    0    0     0    12  140  162  0  0 100  0  0  0
 0  0      0 1037168  51276 570268    0    0     0     0   37   51  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   88  103  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   33   52  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0  100  119  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   56   59  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0    12  169  191  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   80   95  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51284 570276    0    0     0     0   51   61  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   32   45  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   45   56  0  0 100  0  0  0
 2  0      0 1037168  51292 570276    0    0     0    12  107  128  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   58   66  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   49   51  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   48   63  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   48   59  0  0 100  0  0  0
 1  0      0 1037168  51300 570268    0    0     0    16  115  136  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   41   54  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   47   62  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   43   53  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   57   63  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0    24  105  117  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0    20  126  156  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   44   64  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   62   68  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   42   52  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   80   97  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0    12  100  126  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   61   67  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51316 570276    0    0     0     0   32   45  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   44   56  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   72   94  0  0 100  0  0  0
 1  0      0 1037168  51324 570268    0    0     0    12  118  138  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   50   59  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   52   61  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   39   57  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0  137  152  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   69   83  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0    12   70   96  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   39   54  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   60   72  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   74   83  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   50   64  0  0 100  0  0  0
 1  0      0 1037168  51340 570272    0    0     0    12   83  113  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   62   68  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0  102  105  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   77   92  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0    12   96  122  0  0 100  0  0  0
 0  0      0 1037168  51348 570272    0    0     0    12   59   78  0  0 100  0  0  0
 0  0      0 1037168  51348 570280    0    0     0     0   43   51  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51360 570268    0    0     8    56  808  959  1  1 99  0  0  0
 0  0      0 1037168  51360 570332    0    0     0     0 1138 1352  0  0 100  0  0  0
 1  0      0 1037168  51360 570332    0    0     0    24 1159 1522  0  1 100  0  0  0
 0  0      0 1037168  51360 570332    0    0     0     0 1133 1443  0  0 100  0  0  0
 0  0      0 1037168  51368 570336    0    0     0   124 1304 1592  0  0 99  0  0  0
 0  0      0 1037168  51368 570336    0    0     0    28 1173 1409  0  0 100  0  0  0
 1  0      0 1036944  51368 570336    0    0     0     0 1340 1580  1  1 98  0  0  0
 0  0      0 1036944  51368 570336    0    0     0     0 1556 1610  3  1 97  0  0  0
 0  0      0 1036944  51368 570336    0    0     0     4 1100 1144  1  1 98  0  0  0
 1  0      0 1036944  51376 570336    0    0     0    56  156  219  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1073 1234  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     4 1341 1450  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1230 1435  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1194 1511  0  1 99  0  0  0
 1  0      0 1036944  51384 570336    0    0     0    40  821 1047  0  0 100  0  0  0
 1  0      0 1036944  51384 570336    0    0     0     0   41   53  0  0 100  0  0  0
 0  0      0 1036944  51384 570336    0    0     0     0  182  183  0  0 100  0  0  0
 1  0      0 1036976  51384 570336    0    0     0     0  165  171  0  0 100  0  0  0
 1  0      0 1036976  51384 570336    0    0     0     0   62   73  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0    12   51   79  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   42   53  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1036976  51392 570336    0    0     0     0   76   91  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0  105  106  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   40   49  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0    12   63   89  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0   44   57  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0  146  153  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0  100  109  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0   72   88  0  0 100  0  0  0
 1  0      0 1036976  51408 570328    0    0     0   128  150  196  0  0 100  0  0  0
 1  0      0 1036976  51408 570336    0    0     0     0   72   77  0  0 100  0  0  0
 1  0      0 1036976  51408 570336    0    0     0     0   35   44  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0 1149 1336  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0    24 1105 1312  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0  602  747  0  0 100  0  0  0
 1  0      0 1036976  51416 570340    0    0     0    24  874 1047  0  0 99  0  0  0
 1  0      0 1036976  51416 570340    0    0     0     0   84   92  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1077 1359  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1098 1304  0  1 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1059 1375  0  0 100  0  0  0
 0  0      0 1036976  51424 570340    0    0     0    64 1218 1428  0  1 99  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0 1112 1334  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036976  51424 570344    0    0     0     0  968 1238  0  0 100  0  0  0
 1  0      0 1036976  51424 570344    0    0     0     0 1029 1377  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0 1091 1284  0  0 100  0  0  0
 1  0      0 1036976  51432 570344    0    0     0    64 1175 1431  0  0 99  0  0  0
 0  0      0 1036724  51432 570344    0    0     0     4 1327 1427  0  1 99  0  0  0
 0  0      0 1036724  51432 570340    0    0     0     0 1702 1636  4  0 96  0  0  0
 1  0      0 1036724  51432 570344    0    0     0     4 1422 1387  1  1 98  0  0  0
 1  0      0 1036724  51432 570344    0    0     0     4   69   86  0  0 100  0  0  0
 1  0      0 1036724  51440 570344    0    0     0    72   75   94  0  0 100  0  0  0
 1  0      0 1036724  51440 570344    0    0     0     0   80   91  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0  938 1249  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1005 1321  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1051 1396  0  1 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0    12 1190 1519  0  1 99  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1046 1321  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1090 1401  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1015 1284  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1014 1330  0  0 100  0  0  0
 0  0      0 1036724  51456 570336    0    0     0    84 1099 1332  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0  813 1071  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0 1103 1447  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1036724  51456 570344    0    0     0     0 1090 1293  0  0 100  0  0  0
