procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1038232  51040 568380    0    0     0     0 1076 1270  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1200 1389  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1220 1482  0  0 100  0  0  0
 0  0      0 1037980  51040 568508    0    0   128     0 1456 1490  3  1 96  1  0  0
 1  0      0 1037980  51048 568508    0    0     0    32 1436 1589  1  0 99  0  0  0
 1  0      0 1037624  51140 569744    0    0  1288     4 1585 1603  0  2 96  2  0  0
 0  0      0 1037644  51140 569756    0    0     0     0 1124 1306  0  1 100  0  0  0
 0  0      0 1037644  51140 569808    0    0    56     0 1439 1429  3  1 96  0  0  0
 0  0      0 1037644  51140 569808    0    0     0    12 1587 1660  1  1 99  0  0  0
 0  0      0 1037644  51140 569968    0    0   152     8 1698 1640  0  1 98  1  0  0
 1  0      0 1037644  51148 569972    0    0     0   100  293  308  0  0 100  0  0  0
 0  0      0 1037644  51156 569964    0    0     0    24 1254 1327  0  1 99  0  0  0
 0  0      0 1037644  51156 569972    0    0     0     0 1146 1422  0  0 100  0  0  0
 0  0      0 1037644  51156 569972    0    0     0     0 1156 1406  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037644  51156 569972    0    0     0     4 1003 1362  0  0 100  0  0  0
 0  0      0 1037644  51156 570016    0    0    44     0 1141 1414  0  1 99  0  0  0
 1  0      0 1037644  51156 570016    0    0     0     0 1039 1305  0  0 100  0  0  0
 0  0      0 1037644  51164 570016    0    0     0   112  998 1274  0  0 99  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0  304  328  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0    24  112  116  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0   44   58  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0  216  229  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0    32  166  204  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  170  182  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  261  291  0  0 100  0  0  0
 0  0      0 1037644  51172 570016    0    0     0     0  132  157  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0    72  126  144  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0    12   73  100  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  172  184  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  241  271  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  170  185  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0   51   61  0  0 100  0  0  0
 0  0      0 1037644  51180 570016    0    0     0     0  221  226  0  0 100  0  0  0
 1  0      0 1037644  51188 570008    0    0     0    24  110  137  0  0 100  0  0  0
 1  0      0 1037644  51188 570016    0    0     0     0   62   82  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037644  51188 570016    0    0     0     0   47   60  0  0 100  0  0  0
 0  0      0 1037644  51188 570016    0    0     0     0  564  616  0  0 100  0  0  0
 0  0      0 1037644  51188 570016    0    0     0    80 1156 1283  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0    16 1130 1381  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0    48 1187 1365  0  1 99  0  0  0
 0  0      0 1037644  51196 570044    0    0     0    60 1095 1373  0  1 100  0  0  0
 0  0      0 1037644  51196 570044    0    0     0     0 1235 1443  0  0 100  0  0  0
 0  0      0 1037644  51196 570048    0    0     0     0 1232 1474  1  2 98  0  0  0
 0  0      0 1037644  51204 570048    0    0     0    76  945 1318  0  0 100  0  0  0
 0  0      0 1037644  51204 570048    0    0     0    28 1160 1430  0  0 100  0  0  0
 1  0      0 1037420  51204 570240    0    0     0     0 1202 1429  0  2 98  0  0  0
 0  0      0 1037420  51204 570240    0    0     0     0  991 1304  0  0 100  0  0  0
 1  0      0 1037420  51204 570240    0    0     0   156 1067 1240  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0    76 1197 1458  0  1 99  0  0  0
 0  0      0 1037420  51212 570240    0    0     0    24  881 1225  0  0 100  0  0  0
 1  0      0 1037420  51212 570240    0    0     0     0  639  706  0  0 100  0  0  0
 1  0      0 1037420  51212 570240    0    0     0     0   65   81  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0  220  247  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0 1259 1461  0  0 100  0  0  0
 0  0      0 1037420  51220 570240    0    0     0    60 1171 1271  0  0 100  0  0  0
 0  0      0 1037420  51220 570240    0    0     0     0  845 1093  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51220 570240    0    0     0    48 1325 1381  1  1 99  0  0  0
 0  0      0 1037168  51220 570272    0    0     0    76  971 1220  0  0 100  0  0  0
 1  0      0 1037168  51220 570272    0    0     0     0 1013 1270  0  0 100  0  0  0
 1  0      0 1037168  51228 570272    0    0     0    84 1235 1474  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0  843 1113  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0  994 1366  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1199 1366  0  1 99  0  0  0
 1  0      0 1037168  51228 570272    0    0     0     0 1168 1362  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0    24  888 1076  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0  672  784  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0  113  117  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0    76  114  139  0  0 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0   76   85  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0    12   67   92  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   49   65  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   34   46  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   90   97  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   78   97  0  0 100  0  0  0
 0  0      0 1037168  51244 570272    0    0     0    76  245  277  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0    12 1114 1337  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1006 1360  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51252 570272    0    0     0     0 1086 1372  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1084 1252  0  0 100  0  0  0
 1  0      0 1037168  51252 570272    0    0     0     0 1005 1352  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0    24  953 1313  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0     0  939 1193  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0  469  594  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0  129  133  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0   47   57  0  0 100  0  0  0
 1  0      0 1037168  51268 570264    0    0     0    12   67   96  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   52   67  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   73   88  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   83   85  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   97  110  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   81   87  0  0 100  0  0  0
 0  0      0 1037168  51276 570268    0    0     0    12   97  123  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   82   94  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   41   60  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   44   60  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0  118  131  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0    12  160  180  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   91  107  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51284 570276    0    0     0     0   44   58  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   41   50  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   42   55  0  0 100  0  0  0
 0  0      0 1037168  51292 570276    0    0     0    12  112  134  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   50   58  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   58   59  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   42   57  0  0 100  0  0  0
 0  0      0 1037168  51292 570276    0    0     0     0   52   66  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   54   61  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0    16  104  128  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   40   54  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   48   61  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   53   57  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0    24  101  113  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0    20  123  154  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   56   74  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   57   64  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   45   53  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   72   92  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0    12   69   95  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   95  100  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51316 570276    0    0     0     0   40   53  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   38   50  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   42   59  0  0 100  0  0  0
 0  0      0 1037168  51316 570276    0    0     0     0  129  145  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0    12   59   72  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   45   57  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   47   62  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0  135  147  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   64   79  0  0 100  0  0  0
 1  0      0 1037168  51332 570268    0    0     0    12   63   87  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   49   67  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   53   68  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   39   48  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   94  105  0  0 100  0  0  0
 1  0      0 1037168  51340 570272    0    0     0    12   55   80  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   81  100  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0  105  103  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   80   91  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   83  105  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0    12   67   84  0  0 100  0  0  0
 1  0      0 1037168  51348 570272    0    0     0    12   59   78  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51360 570268    0    0     8    56  540  579  0  1 99  0  0  0
 0  0      0 1037168  51360 570332    0    0     0     0 1021 1312  0  0 100  0  0  0
 1  0      0 1037168  51360 570332    0    0     0    24 1126 1364  0  0 100  0  0  0
 0  0      0 1037168  51360 570332    0    0     0     0 1208 1576  0  1 99  0  0  0
 0  0      0 1037168  51368 570336    0    0     0   124 1211 1502  0  0 99  0  0  0
 0  0      0 1037168  51368 570336    0    0     0     0 1196 1425  0  0 100  0  0  0
 0  0      0 1037168  51368 570336    0    0     0    28 1070 1417  0  1 100  0  0  0
 1  0      0 1036944  51368 570336    0    0     0     0 1815 1763  4  1 95  0  0  0
 1  0      0 1036944  51368 570336    0    0     0     0 1299 1411  1  1 98  0  0  0
 1  0      0 1036944  51376 570336    0    0     0    60  382  487  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0  622  750  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1342 1440  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     4 1315 1452  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1171 1496  0  1 99  0  0  0
 0  0      0 1036944  51384 570336    0    0     0    40 1084 1376  0  0 100  0  0  0
 1  0      0 1036944  51384 570336    0    0     0     0  171  217  0  0 100  0  0  0
 0  0      0 1036944  51384 570336    0    0     0     0   91   98  0  0 100  0  0  0
 0  0      0 1036976  51384 570336    0    0     0     0  226  232  0  0 100  0  0  0
 1  0      0 1036976  51384 570336    0    0     0     0   85   92  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0    12   61   88  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   40   51  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1036976  51392 570336    0    0     0     0   76   93  0  0 100  0  0  0
 0  0      0 1036976  51392 570336    0    0     0     0   58   65  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   86   86  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0    12   64   91  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0   42   56  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0   38   42  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0     0  195  204  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0     0   47   57  0  0 100  0  0  0
 1  0      0 1036976  51400 570336    0    0     0   116  151  195  0  0 100  0  0  0
 1  0      0 1036976  51408 570336    0    0     0    12   84  100  0  0 100  0  0  0
 1  0      0 1036976  51408 570336    0    0     0     0   47   53  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0  799  929  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0    24 1094 1282  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0  584  718  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0    24 1072 1293  0  0 99  0  0  0
 1  0      0 1036976  51416 570340    0    0     0     0  257  306  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0  724  844  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1073 1359  0  1 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1030 1330  0  0 100  0  0  0
 0  0      0 1036976  51424 570340    0    0     0    12 1035 1318  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0    52 1304 1473  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036976  51424 570344    0    0     0     0 1039 1274  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0  992 1355  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0 1079 1327  0  0 100  0  0  0
 0  0      0 1036976  51432 570344    0    0     0    64 1154 1364  0  0 100  0  0  0
 0  0      0 1036976  51432 570344    0    0     0     4 1093 1331  0  0 100  0  0  0
 0  0      0 1036724  51432 570340    0    0     0     0 1792 1672  4  1 95  0  0  0
 0  0      0 1036724  51432 570344    0    0     0     4 1825 1782  1  1 98  0  0  0
 1  0      0 1036724  51432 570344    0    0     0     4  224  253  0  0 100  0  0  0
 1  0      0 1036724  51440 570344    0    0     0    72   78   99  0  0 100  0  0  0
 1  0      0 1036724  51440 570344    0    0     0     0   83   93  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0  663  837  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0  920 1210  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1043 1410  0  0 100  0  0  0
 1  0      0 1036724  51448 570344    0    0     0    12 1124 1520  0  1 99  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1088 1376  0  1 99  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1052 1313  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1102 1391  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1040 1307  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0    48 1018 1316  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0    36 1055 1317  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0  872 1147  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036724  51456 570344    0    0     0     0 1113 1423  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0 1078 1250  0  0 100  0  0  0
   0    0     0     0   88  106  0  0 100  0  0  0
 0  0      0 1037944  50684 568348    0    0     0    16  103  118  0  0 100  0  0  0
 0  0      0 1037944  50684 568348    0    0     0     0   98  114  0  0 100  0  0  0
 0  0      0 1037944  50684 568348    0    0     0     0  347  381  0  0 100  0  0  0
 0  0      0 1037944  50684 568348    0    0     0    12  220  231  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0    20  175  201  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     8  108  118  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     4  114  146  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     0   63   67  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     0   45   55  0  0 100  0  0  0
 1  0      0 1037944  50700 568340    0    0     0    12  108  127  0  0 100  0  0  0
 0  0      0 1037944  50700 568340    0    0     0     0   84   96  0  0 100  0  0  0
 1  0      0 1037944  50700 568348    0    0     0     0   53   66  0  0 100  0  0  0
 1  0      0 1037944  50700 568348    0    0     0     0   36   48  0  0 100  0  0  0
 1  0      0 1037944  50700 568352    0    0     0     0   47   58  0  0 100  0  0  0
 1  0      0 1037944  50700 568352    0    0     0     0   90  111  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037944  50708 568352    0    0     0    16   86  108  0  0 100  0  0  0
 0  0      0 1037944  50708 568352    0    0     0     0   53   67  0  0 100  0  0  0
 0  0      0 1037944  50708 568352    0    0     0     0  256  279  0  0 100  0  0  0
 0  0      0 1037944  50708 568352    0    0     0     0  171  200  0  0 100  0  0  0
 0  0      0 1037944  50708 568352    0    0     0     0  150  163  0  0 100  0  0  0
 0  0      0 1037904  50716 568356    0    0     0    12  104  127  0  0 100  0  0  0
 0  0      0 1037904  50716 568356    0    0     0     0  178  188  0  0 100  0  0  0
 0  0      0 1037904  50716 568356    0    0     0     0   59   73  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0   53   63  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0  143  142  0  0 100  0  0  0
 1  0      0 1037904  50724 568348    0    0     0    12  132  153  0  0 100  0  0  0
 0  0      0 1037904  50724 568356    0    0     0     0   49   72  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0   49   60  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0  125  145  0  0 100  0  0  0
 0  0      0 1037904  50724 568356    0    0     0     0  126  142  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0   67   94  0  0 100  0  0  0
 1  0      0 1037904  50732 568356    0    0     0    16  130  157  0  0 100  0  0  0
 1  0      0 1037904  50732 568356    0    0     0     0  268  387  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0     0 1126 1386  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0    24 1074 1389  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0     0 1005 1305  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50744 568356    0    0     0    32   70   92  0  0 100  0  0  0
 0  0      0 1037904  50744 568356    0    0     0     0  771  961  0  0 100  0  0  0
 0  0      0 1037904  50744 568356    0    0     0     0  999 1257  0  0 100  0  0  0
 0  0      0 1037904  50744 568356    0    0     0     0 1038 1328  0  0 100  0  0  0
 1  0      0 1037904  50744 568356    0    0     0     0  414  518  0  0 100  0  0  0
 1  0      0 1037904  50752 568348    0    0     0    32   89  108  0  0 100  0  0  0
 1  0      0 1037904  50752 568356    0    0     0     0   54   69  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   54   63  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   78   90  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   86  101  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   67   90  0  0 100  0  0  0
 0  0      0 1037904  50760 568356    0    0     0    12   80   94  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   38   50  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   74   97  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   75   97  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   59   63  0  0 100  0  0  0
 1  0      0 1037904  50768 568348    0    0     0    12   59   86  0  0 100  0  0  0
 0  0      0 1037904  50768 568348    0    0     0     0  270  300  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0  211  268  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0  137  179  0  0 100  0  0  0
 0  0      0 1037904  50768 568356    0    0     0     0   36   51  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037904  50776 568348    0    0     0    12  103  142  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   83  114  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   84  100  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   71   87  0  0 100  0  0  0
 0  0      0 1037904  50776 568360    0    0     0     0   47   55  0  0 100  0  0  0
 0  0      0 1037904  50776 568360    0    0     0     0   42   59  0  0 100  0  0  0
 0  0      0 1037904  50784 568352    0    0     0    12   86  107  0  0 100  0  0  0
 0  0      0 1037904  50784 568360    0    0     0     0  278  309  0  0 100  0  0  0
 0  0      0 1037904  50784 568360    0    0     0    24  217  247  0  0 100  0  0  0
 1  0      0 1037904  50784 568360    0    0     0     0  111  134  0  0 100  0  0  0
 1  0      0 1037904  50784 568360    0    0     0     0   51   64  0  0 100  0  0  0
 1  0      0 1037904  50792 568352    0    0     0    32   98  138  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   89  103  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   43   59  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   66   71  0  0 100  0  0  0
 0  0      0 1037904  50792 568360    0    0     0     0   33   43  0  0 100  0  0  0
 1  0      0 1037904  50800 568352    0    0     0    32   68   84  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   86  114  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   88  102  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   63   66  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   46   54  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50804 568356    0    0     0     8   42   55  0  0 100  0  0  0
 0  0      0 1037904  50808 568360    0    0     0     8  208  232  0  0 100  0  0  0
 0  0      0 1037904  50808 568360    0    0     0     0   38   58  0  0 100  0  0  0
 0  0      0 1037904  50808 568360    0    0     0     0   79  101  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   44   58  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   54   60  0  0 100  0  0  0
 1  0      0 1037904  50816 568352    0    0     0    12   88  115  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0  125  151  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0   71   92  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0   61   74  0  0 100  0  0  0
 0  0      0 1037904  50816 568360    0    0     0     0   77   98  0  0 100  0  0  0
 1  0      0 1037904  50824 568352    0    0     0    12  161  200  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   80  100  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   58   68  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   45   57  0  0 100  0  0  0
 0  0      0 1037904  50824 568360    0    0     0     0   43   58  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   75   92  0  0 100  0  0  0
 0  0      0 1037904  50832 568352    0    0     0    16  109  138  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0    12   73   90  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0     0   46   59  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0     0   45   62  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50832 568360    0    0     0     0   75   92  0  0 100  0  0  0
 1  0      0 1037904  50840 568352    0    0     0    12   90  119  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   65   78  0  0 100  0  0  0
